period_type,date,item_key,product_name,component,matched,match_method,match_score,item_code,sprav_name,weight,index_used,item_mom_pp,headline_contribution_pp
weekly_chain,2026-07-06 00:00:00,70,"Дизельное топливо, л",nonfood,True,exact,1.0,209,"Дизельное топливо, л",0.00286,106.5,6.5,0.018590000000000002
weekly_chain,2026-07-06 00:00:00,71,Бензин автомобильный,nonfood,False,unmatched,0.7692307692307693,,,,107.87,7.8700000000000045,
weekly_chain,2026-07-06 00:00:00,72,"Бензин автомобильный марки АИ-92, л",nonfood,True,exact,1.0,130,"Бензин автомобильный марки АИ-92, л",0.01023,108.32,8.319999999999993,0.08511359999999993
weekly_chain,2026-07-06 00:00:00,73,"Бензин автомобильный марки АИ-95, л",nonfood,True,exact,1.0,131,"Бензин автомобильный марки АИ-95, л",0.01543,107.9,7.900000000000006,0.12189700000000009
weekly_chain,2026-07-06 00:00:00,74,"Бензин автомобильный марки АИ-98 и выше, л",nonfood,True,exact,1.0,132,"Бензин автомобильный марки АИ-98, л",0.00117,103.65,3.6500000000000057,0.004270500000000007
weekly_chain,2026-07-06 00:00:00,78,"Корвалол, 25 мл",nonfood,True,exact,1.0,302,"Корвалол, 25 мл",0.00039,103.45,3.450000000000003,0.001345500000000001
weekly_chain,2026-07-06 00:00:00,79,"Левомеколь, мазь, 40 г",nonfood,True,exact,1.0,337,"Левомеколь, мазь, 40 г",0.00041,99.64,-0.35999999999999943,-0.00014759999999999977
weekly_chain,2026-07-06 00:00:00,8,"Консервы мясные для детского питания, кг",food,True,exact,1.0,285,"Консервы мясные для детского питания, кг",3e-05,99.95,-0.04999999999999716,-1.4999999999999147e-06
weekly_chain,2026-07-06 00:00:00,80,"Валидол, 60 мг, 10 таблеток",nonfood,True,exact,1.0,150,"Валидол, 60 мг, 10 таблеток",0.00032,104.68,4.680000000000007,0.0014976000000000024
weekly_chain,2026-07-06 00:00:00,82,"Ренгалин, 20 таблеток",nonfood,True,exact,1.0,1045,"Ренгалин, 20 таблеток",0.0004,99.18,-0.8199999999999932,-0.0003279999999999973
weekly_chain,2026-07-06 00:00:00,85,"Сухие корма для домашних животных, кг",nonfood,True,exact,1.0,616,"Сухие корма для домашних животных, кг",0.00104,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,86,"Ремонт телевизоров, один вид работ",services,True,fuzzy,0.9850746268656716,543,"Ремонт  телевизоров, один вид работы",0.00037,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,87,"Мойка легкового автомобиля, услуга",services,True,exact,1.0,375,"Мойка легкового автомобиля, услуга",0.00529,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,88,"Стрижка модельная в женском зале, стрижка",services,True,exact,1.0,608,"Стрижка модельная в женском зале, стрижка",0.00549,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,89,"Стрижка модельная в мужском зале, стрижка",services,True,exact,1.0,609,"Стрижка модельная в мужском зале, стрижка",0.0051,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,9,"Рыба мороженая неразделанная, кг",food,True,exact,1.0,558,"Рыба мороженая неразделанная, кг",0.00303,97.72,-2.280000000000001,-0.006908400000000004
weekly_chain,2026-07-06 00:00:00,90,"Проезд в городском автобусе, поездка",services,True,exact,1.0,525,"Проезд в городском автобусе,поездка",0.00185,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,91,"Проезд в троллейбусе, поездка",services,True,exact,1.0,533,"Проезд в троллейбусе, поездка",0.0001,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,93,"Плата за жилье в домах государственного и муниципального жилищных фондов, м2 общей площади",services,True,exact,1.0,400,"Наём жилых помещений в государственном и муниципальном жилищных фондах, м2 общей площади",0.00012,100.66,0.6599999999999966,7.91999999999996e-05
weekly_chain,2026-07-06 00:00:00,94,"Отопление, Гкал",services,True,exact,1.0,448,"Отопление, Гкал",0.00924,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,95,"Водоснабжение холодное, м3",services,True,exact,1.0,174,"Водоснабжение холодное, м3",0.0053,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,96,"Водоотведение, м3",services,True,exact,1.0,172,"Водоотведение, м3",0.00325,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,97,"Водоснабжение горячее, м3",services,True,exact,1.0,173,"Водоснабжение горячее, м3",0.00592,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,98,Услуги по снабжению электроэнергией,services,True,exact,1.0,744+745+746+747,"Электроэнергия в квартирах без электроплит сверх минимального объема потребления, в расчете за 100 кВт.ч + Электроэнергия в квартирах без электроплит за минимальный объем потребления, в расчете за 100 кВт.ч + Электроэнергия в квартирах с электроплитами за минимальный объем потребления, в расчете за 100 кВт.ч + Электроэнергия в квартирах с электроплитами сверх минимального объема потребления, в расчете за 100 кВт.ч",0.01142,100.0,0.0,0.0
weekly_chain,2026-07-06 00:00:00,99,"Проживание в гостинице 1* или в мотеле, сутки с человека",services,True,exact,1.0,1004,"Проживание в гостинице 1* или в мотеле, сутки с человека",5e-05,100.0,0.0,0.0
month_end_bridge,2026-07-06,1,"Говядина (кроме бескостного мяса), кг",food,True,exact,1.0,195,"Говядина (кроме бескостного мяса), кг",0.01634,100.0,0.0,0.0
month_end_bridge,2026-07-06,10,"Масло сливочное, кг",food,True,exact,1.0,360,"Масло сливочное, кг",0.00872,100.24709748083242,0.2470974808324229,0.002154690032858728
month_end_bridge,2026-07-06,100,"Проживание в гостинице 2*, сутки с человека",services,True,exact,1.0,1005,"Проживание в гостинице 2*, сутки с человека",4e-05,69.88549709559439,-30.11450290440561,-0.0012045801161762245
month_end_bridge,2026-07-06,101,"Проживание в гостинице 3*, сутки с человека",services,True,exact,1.0,1006,"Проживание в гостинице 3*, сутки с человека",0.00075,100.0,0.0,0.0
month_end_bridge,2026-07-06,102,"Проживание в гостинице 4*-5*, сутки с человека",services,True,exact,1.0,1007,"Проживание в гостинице 4*-5*, сутки с человека",0.00067,101.77137158309016,1.7713715830901577,0.0011868189606704057
month_end_bridge,2026-07-06,103,"Проживание в хостеле, сутки с человека",services,True,exact,1.0,1008,"Проживание в хостеле, сутки с человека",0.00061,100.0,0.0,0.0
month_end_bridge,2026-07-06,104,"Санаторий, день",services,True,exact,1.0,565,"Санаторий, день",0.001,100.86313562934477,0.8631356293447681,0.000863135629344768
month_end_bridge,2026-07-06,105,"Легковой автомобиль иностранной марки новый, шт.",nonfood,True,exact,1.0,339,"Легковой автомобиль иностранной марки новый, шт.",0.00959,100.0,0.0,0.0
month_end_bridge,2026-07-06,106,"Легковой автомобиль отечественный новый, шт.",nonfood,True,exact,1.0,340,"Легковой автомобиль отечественный новый, шт.",0.00753,100.0,0.0,0.0
month_end_bridge,2026-07-06,107,"Дом отдыха, пансионат, день",services,True,exact,1.0,210,"Дом отдыха, пансионат, день",0.00177,100.0,0.0,0.0
month_end_bridge,2026-07-06,108,"Восстановление зуба пломбой, услуга",services,True,exact,1.0,342,"Лечение кариеса, пломба",0.00221,100.0,0.0,0.0
