Feature,Pearson_r,Pearson_p,Spearman_r,Spearman_p,Abs_Pearson,N_obs
usd_L12,-0.10537705885958351,0.28234974282510367,-0.1585622135038587,0.10449762941255415,0.10537705885958351,106
reg_construction_L5,-0.10525059006089717,0.26722573560673124,-0.08343869880486134,0.3795980592157241,0.10525059006089717,113
brent_pct_L1,0.10518969117801653,0.25901642880435605,-0.052682854945296384,0.5726684623784954,0.10518969117801653,117
reg_ppi_L6,0.10385085116151664,0.27585682425380537,0.11759190039523583,0.21690354513637375,0.10385085116151664,112
reg_income_nom_L1,0.1026249677579881,0.2751003652473237,0.1808612001259426,0.05307430396818802,0.1026249677579881,115
reg_housing_secondary_STD6,-0.10258795833477379,0.28397796587194024,-0.03844305855371103,0.6887249409116427,0.10258795833477379,111
reg_shipped_L2,-0.10251648016387298,0.2734873159598192,-0.005297972532136657,0.9549886228534572,0.10251648016387298,116
brent_L2,0.10236052837491483,0.3108687420258712,0.1438225050280575,0.1534137945380543,0.10236052837491483,100
reg_ind_prod_MA12,0.10125082117848269,0.29940294431025016,0.0198819867802838,0.8389276299141363,0.10125082117848269,107
reg_unknown20_L7,0.1009692996693729,0.39534318273098124,0.17203703507540125,0.145561129849847,0.1009692996693729,73
reg_income_nom_MA12,0.10031207676903742,0.3086022245240418,0.05900573663819316,0.5498983230506269,0.10031207676903742,105
reg_invest_prices_D12,-0.09979701321730954,0.30875682852547603,-0.15870072435931737,0.10419114566853045,0.09979701321730954,106
reg_wage_D6,0.09975686517213558,0.295331712621996,-0.0280769879911801,0.7688622739616621,0.09975686517213558,112
reg_shipped_L5,0.09919881791711661,0.29585927918919247,0.09368683348348349,0.3236404436941185,0.09919881791711661,113
ki_L7,-0.09914539804615304,0.30053328125378376,-0.0697887315113555,0.4667147700599288,0.09914539804615304,111
reg_ppi_STD6,-0.09906335977392315,0.2965225380267078,-0.09317221031968217,0.3263171256371451,0.09906335977392315,113
reg_wage_D3,0.09900615958202574,0.292472480359979,0.06043966893974697,0.5211006547010295,0.09900615958202574,115
reg_income_real,0.09860883678892281,0.2922872956592791,0.21026976566172992,0.023479562398576768,0.09860883678892281,116
reg_income_real_L0,0.09860883678892281,0.2922872956592791,0.21026976566172992,0.023479562398576768,0.09860883678892281,116
reg_retail_L5,0.09809005027887645,0.30131709905564663,0.2823786081670933,0.0024433379483202954,0.09809005027887645,113
reg_income_real_MA3,0.0975315832595483,0.3019130633462847,0.23702539665425454,0.01111251215423368,0.0975315832595483,114
is_dec,0.09740245581877167,0.29404210424103694,0.18467203777233945,0.04529003624059712,0.09740245581877167,118
reg_wage_agri_MA6,0.09731218403036322,0.3051853090983257,-0.11567111487196985,0.22245378506700936,0.09731218403036322,113
reg_invest_prices_L12,0.09722162613275807,0.32147045294826415,0.22909784550495868,0.018164430576429105,0.09722162613275807,106
reg_ind_prod_L10,0.09671086720629145,0.31940070742447013,0.08949350562538327,0.35701307037989527,0.09671086720629145,108
ki_i_L6,0.09576006384920682,0.31520005562145775,0.026729926730348134,0.7796620725434997,0.09576006384920682,112
reg_shipped_L4,0.0954689069855876,0.31230109706404335,0.006880000035276398,0.9420849594586478,0.0954689069855876,114
ki_L8,-0.09540129682662077,0.3214851137720898,-0.1004247415065105,0.29654404029216347,0.09540129682662077,110
reg_income_nom_L0,0.09527638947987473,0.3089813872609412,0.17419603117995444,0.061462199350312906,0.09527638947987473,116
reg_income_nom,0.09527638947987473,0.3089813872609412,0.17419603117995444,0.061462199350312906,0.09527638947987473,116
reg_agri_prices_L2,-0.0951296585701388,0.30973046189821546,-0.07010555839052594,0.45457858449407296,0.0951296585701388,116
brent_L7,0.09432458415004952,0.36065262592712777,0.1462241609786895,0.15514702256061647,0.09432458415004952,96
reg_services_MA6,0.09371645307448229,0.35124919803517407,0.22209569339184393,0.025601206267058266,0.09371645307448229,101
Ruonia_L10,-0.09338353104851337,0.3364113151867548,-0.08571584413295204,0.37775265916057543,0.09338353104851337,108
reg_wage_D12,-0.0932554804793755,0.3416988849686273,-0.1445704210252046,0.13925402042939636,0.0932554804793755,106
reg_shipped_L3,0.09318861695547123,0.321892140556912,0.03384373186001694,0.719541461147829,0.09318861695547123,115
reg_unknown20_L4,-0.0931138498952622,0.4236906961849008,0.0672365228023854,0.5638762276612228,0.0931138498952622,76
Ruonia_L3,-0.09281322443365284,0.32385379870449416,-0.09973855292764776,0.2888992361953893,0.09281322443365284,115
ki_i_L8,0.09235202588620035,0.33726456761766194,-0.032357746771112444,0.7371860927451832,0.09235202588620035,110
serv_L9,0.09234918199333111,0.33953669715669815,0.21129502058803773,0.027417862055672846,0.09234918199333111,109
reg_income_nom_MA3,0.09213373054586196,0.3295833491568082,0.19867462575859762,0.034085475347949055,0.09213373054586196,114
ki_i_L9,0.09203659720092934,0.34118093121071386,0.03458229014442457,0.7210962707483216,0.09203659720092934,109
reg_agri_prices_L7,-0.09195453637364204,0.3371207204577097,0.015814855647241475,0.8691454892886943,0.09195453637364204,111
reg_housing_secondary_L12,0.09190460431462882,0.353467410574164,0.13876093053917896,0.1600830652116071,0.09190460431462882,104
reg_retail_L10,-0.09120097751142169,0.34787560290444614,-0.07952983441919402,0.41325551507822467,0.09120097751142169,108
serv_L2,-0.09092206050980413,0.33171371869508975,-0.11227271507944159,0.23017168548474443,0.09092206050980413,116
nonprod_L4,-0.09076081376256916,0.336871760212594,0.04205395497725157,0.6568534698832758,0.09076081376256916,114
reg_wage_agri_MA12,0.09066760171085386,0.35300728744770715,0.0028388493899946256,0.97684829583693,0.09066760171085386,107
usd_L10,-0.08958649405873287,0.35651164279227054,-0.1601684781441721,0.09775024180640737,0.08958649405873287,108
brent_pct_D3,0.08884435688611395,0.34506219753859513,0.007909575571092143,0.9331395609513927,0.08884435688611395,115
reg_agri_prices_MA3,-0.08882710777194368,0.3430212649185068,-0.0633829489339491,0.49907719089469194,0.08882710777194368,116
brent_pct_L9,0.08811707207947417,0.3622231856032146,0.11916989049128782,0.21711725344864521,0.08811707207947417,109
reg_ppi_D6,-0.08785059485485552,0.3570109128894363,-0.0741891734988206,0.4369178041887998,0.08785059485485552,112
reg_profit_L3,-0.08712427417918288,0.3545191492236788,0.022215075999413445,0.813699050882362,0.08712427417918288,115
prod_L4,-0.0866717776047488,0.35917941131238684,-0.18971610808706235,0.04320841589358951,0.0866717776047488,114
reg_wage_agri_D6,-0.08663219828159553,0.363744723741921,-0.02639829835731752,0.7823273727999166,0.08663219828159553,112
reg_ind_prod_L7,0.0862566817189999,0.368033829741524,0.16517726919518746,0.0831895242042915,0.0862566817189999,111
reg_services_L2,0.08578358840074904,0.3865731945182104,0.1914526954678626,0.05154745149554347,0.08578358840074904,104
Ruonia_L4,-0.0856000791306621,0.36517414558748534,-0.11984231740258411,0.20406792749406996,0.0856000791306621,114
reg_construction_D3,0.08544569061174782,0.36390205340666665,0.0878264940665976,0.35063903284495046,0.08544569061174782,115
reg_profit_D1,0.08523638610539794,0.3608545943350722,0.04799766220473775,0.607324527839572,0.08523638610539794,117
reg_payables_MA12,-0.08515098524767206,0.3831820059471127,-0.0978143996457714,0.3161881515282908,0.08515098524767206,107
ki_i_L10,0.08432780904407576,0.38555324275934055,0.12318293003900684,0.204048380786771,0.08432780904407576,108
serv_D6,-0.08424266692879774,0.37717680577620943,-0.12482459819110674,0.1897446733575711,0.08424266692879774,112
reg_retail_D1,0.08352671565081358,0.37060262885148904,0.17917142113316134,0.05324865059280398,0.08352671565081358,117
nonprod_STD3,0.08330276183504164,0.3739878429494777,-0.14083183147069303,0.13157893412201882,0.08330276183504164,116
is_jan,0.0819284808887969,0.3777870275291179,0.1684103955065742,0.06830726805551025,0.0819284808887969,118
serv,-0.0808874318338933,0.38389787429454014,-0.15004072781588623,0.10486685432204512,0.0808874318338933,118
serv_L0,-0.0808874318338933,0.38389787429454014,-0.15004072781588623,0.10486685432204512,0.0808874318338933,118
reg_housing_primary_D12,0.08044131326180498,0.4169377263698826,0.022566725893871573,0.820125300481535,0.08044131326180498,104
brent_pct_L0,0.0803730257972427,0.38693929801027105,0.044519969423434995,0.6321520768832227,0.0803730257972427,118
brent_pct,0.0803730257972427,0.38693929801027105,0.044519969423434995,0.6321520768832227,0.0803730257972427,118
reg_ind_prod_L8,0.07967705607443491,0.40799312808560273,0.14986462069301987,0.11812856808011911,0.07967705607443491,110
reg_construction_L3,-0.07956139271185811,0.3979873435460614,-0.1257489761899207,0.18053871344507502,0.07956139271185811,115
brent_pct_STD3,-0.0794377787588534,0.39663507820879196,-0.028860053969641083,0.7584398747486698,0.0794377787588534,116
reg_wage_agri_L3,0.07906852477044941,0.4009259342861012,-0.07360107674721687,0.43437779594078185,0.07906852477044941,115
reg_housing_secondary_D6,-0.0776339977262493,0.42015721175506615,-0.11573034485838084,0.2285993946015894,0.0776339977262493,110
reg_ppi_MA3,-0.07737716219255635,0.4090360919383459,-0.03916046558915951,0.6764124431399952,0.07737716219255635,116
reg_wage_agri_STD6,-0.0769277064033278,0.41801978861914907,-0.03917874391623096,0.6803369587738392,0.0769277064033278,113
reg_payables_L4,-0.07665858930955283,0.4175590429951474,0.07319725886642972,0.43895510231217383,0.07665858930955283,114
reg_services_D1,-0.07598344425041345,0.44106676642834397,-0.09038051282415174,0.35918619194921986,0.07598344425041345,105
reg_profit_STD3,-0.07526370018638907,0.42198863140705106,-0.10241194360233342,0.27397937782329834,0.07526370018638907,116
serv_L4,-0.07525262749929086,0.4261758650923015,-0.08739895448359372,0.35514677456754784,0.07525262749929086,114
reg_construction_L12,0.07472542051396949,0.44648479441987093,0.019031638883322533,0.8464601543533485,0.07472542051396949,106
reg_housing_secondary_L4,0.07450466320859073,0.43496505994877727,0.16404787382167435,0.08392143410656931,0.07450466320859073,112
Ruonia_L2,-0.07428912733500476,0.4280404198541334,-0.07078230540070908,0.45022468042231156,0.07428912733500476,116
ki_L9,-0.07404108760909027,0.44418176292808315,-0.11225147936069137,0.24519250646825522,0.07404108760909027,109
Ruonia_L7,-0.07368598788807725,0.44213815052590577,-0.0929575654158602,0.3318544482960858,0.07368598788807725,111
mom_L7,-0.07306383635324787,0.44601181546246393,-0.07061061585853165,0.4614705184722794,0.07306383635324787,111
reg_ppi_MA6,0.07280815311739777,0.4434539283982095,0.031122950998299852,0.7434846384082017,0.07280815311739777,113
reg_payables_MA3,-0.0726952876113118,0.43804431489240936,0.007320205192702436,0.9378374082641336,0.0726952876113118,116
reg_agri_prices_L1,-0.07258165841794192,0.4367530143041439,-0.04794485913738569,0.6077203243040498,0.07258165841794192,117
ki_MA12,0.07256670221682682,0.4576032115537627,0.07464971596181535,0.44475992923371654,0.07256670221682682,107
reg_wage,0.07244496319255113,0.43562542734038046,0.09654842398455227,0.2983158219894234,0.07244496319255113,118
reg_wage_L0,0.07244496319255113,0.43562542734038046,0.09654842398455227,0.2983158219894234,0.07244496319255113,118
reg_ppi_L9,-0.07207945272408454,0.456377324477231,-0.1748106231808421,0.0690547360204955,0.07207945272408454,109
reg_construction_L9,0.07206608081435331,0.4564610900180532,0.22211512505193975,0.020271138100848775,0.07206608081435331,109
reg_income_nom_MA6,0.07194828341319885,0.4530050169719022,0.11651418480986252,0.2232962551662731,0.07194828341319885,111
reg_housing_secondary_D12,-0.07161175986745247,0.47004786225630346,-0.025404416650827405,0.7979621862858108,0.07161175986745247,104
reg_income_real_MA6,0.07111693797553854,0.4582560248135574,0.1523819143710414,0.11035303109430748,0.07111693797553854,111
reg_ppi_L10,-0.07079034891215676,0.4665961373924139,-0.1725654335560307,0.0741141359422134,0.07079034891215676,108
reg_agri_prices_D12,0.07020737883102617,0.4745214208335322,0.13752932039114277,0.1597680409953543,0.07020737883102617,106
reg_shipped_STD6,0.06976214895638723,0.46280758109243425,0.0001289321721234777,0.9989186044165689,0.06976214895638723,113
reg_invest_prices_L3,0.0694408214413726,0.4608635372625661,0.1517767469383573,0.10539582533939928,0.0694408214413726,115
usd_STD3,-0.0691512709465232,0.4607576548344138,-0.06002848921389144,0.5221059251891162,0.0691512709465232,116
reg_ppi_D12,0.06868645655648015,0.484169419162063,0.06971353732967249,0.47764265495071134,0.06868645655648015,106
mom_STD3,0.06838613693545541,0.4657452286941421,-0.00841592918425716,0.9285555867980262,0.06838613693545541,116
Ruonia_L9,-0.06811163495870436,0.48160345483301265,-0.0758516867984794,0.43308984538249284,0.06811163495870436,109
Ruonia_L6,-0.06785808338273985,0.47714246035437036,-0.10903043643205713,0.2524825452537623,0.06785808338273985,112
reg_services_L12,-0.06782117770255017,0.5160144893722906,0.033255169588288384,0.7503371131824814,0.06782117770255017,94
Ruonia_STD6,0.06778375000348302,0.47562262101006936,0.10505123614114235,0.2681379328639248,0.06778375000348302,113
mom_STD6,-0.06763844017086874,0.4765713697214665,-0.041780349296024054,0.6603825871239639,0.06763844017086874,113
Ruonia_L8,-0.06723199373618875,0.48525837881196304,-0.06474122623976576,0.5016088571208012,0.06723199373618875,110
brent_L8,0.06717768742623516,0.5177417086125817,0.07457081449787259,0.47263068465370117,0.06717768742623516,95
reg_payables_L1,-0.06667895129272053,0.4750448440507837,0.06835166552147043,0.46401275476682147,0.06667895129272053,117
reg_invest_prices_L7,-0.06660362954933591,0.48734291386870043,-0.0385273672196682,0.6880776631792771,0.06660362954933591,111
reg_wage_agri_L9,0.06605828300205431,0.4949458488535832,0.1706744032084836,0.07599811267703238,0.06605828300205431,109
reg_services_D12,0.06581035090552788,0.5285626864732057,0.19080135991925246,0.06546073516262066,0.06581035090552788,94
serv_L5,-0.06572775855212071,0.4891410907023966,0.0779458191823987,0.4118671556050678,0.06572775855212071,113
nonprod_L6,0.06534492146488584,0.49364705628263306,0.04840760076374501,0.6122614682618029,0.06534492146488584,112
reg_payables_MA6,-0.06517726505889555,0.4927950063823515,-0.019572776246786043,0.8369722908050762,0.06517726505889555,113
serv_D12,0.06513363496251176,0.5071092661534468,0.0785014753036991,0.423783488585869,0.06513363496251176,106
reg_construction_L0,0.06491367752423255,0.4849435129222646,0.02476003342208953,0.790131046457524,0.06491367752423255,118
reg_construction,0.06491367752423255,0.4849435129222646,0.02476003342208953,0.790131046457524,0.06491367752423255,118
brent_pct_D6,0.0645437854263179,0.49897097069106294,0.015578380017791535,0.8704976335787815,0.0645437854263179,112
reg_profit_L11,-0.06426683942145009,0.5107608056606641,-0.144421257750529,0.13776887109377145,0.06426683942145009,107
reg_payables_D3,-0.06359146545054957,0.499563588986298,-0.06882938590383433,0.46482984796676097,0.06359146545054957,115
reg_construction_D12,-0.06342264791410007,0.5183541273600637,-0.10140557002192878,0.3009846021295881,0.06342264791410007,106
reg_housing_secondary_L5,0.06341182474181714,0.5084916459723129,0.10979618506565009,0.25131883915894976,0.06341182474181714,111
prod_L8,-0.06327223343180063,0.5113850618604878,-0.08272876915629511,0.3902141800348331,0.06327223343180063,110
reg_housing_secondary_MA6,0.0626948989728498,0.5133063733419877,0.2579120708379721,0.006277751792477843,0.0626948989728498,111
prod_L2,-0.06265208171490312,0.5040488801959978,0.005622934672059412,0.9522309198774506,0.06265208171490312,116
Ruonia_L5,-0.06226687298603044,0.5123501760166449,-0.089789837436948,0.3442614944109962,0.06226687298603044,113
reg_retail_L9,-0.06198895970464021,0.5219524260875525,-0.026771686389418035,0.7822932525001575,0.06198895970464021,109
ki_i_L2,0.0617675129333378,0.510100427937533,0.34878313190575017,0.00012452451568311114,0.0617675129333378,116
reg_housing_primary_L12,-0.06133988405490141,0.5362003759553102,0.11625722855146499,0.23989215831047797,0.06133988405490141,104
reg_ppi_STD3,-0.060748981280397074,0.5171146144777903,-0.019855748450891855,0.8324519962208077,0.060748981280397074,116
reg_housing_primary_L0,0.060370054053162335,0.5197366433382027,0.06613348802692388,0.4805996515363391,0.060370054053162335,116
reg_housing_primary,0.060370054053162335,0.5197366433382027,0.06613348802692388,0.4805996515363391,0.060370054053162335,116
ki_L6,-0.06008004609530098,0.5291767174016598,-0.028535122442086232,0.7651992142657896,0.06008004609530098,112
reg_wage_agri_L2,0.060049473016067945,0.521960212180567,-0.041759420687152625,0.6562574710877265,0.060049473016067945,116
Ruonia_MA12,-0.0599020442204482,0.5399395353393683,-0.08228210900714272,0.39947135797490974,0.0599020442204482,107
reg_wage_L7,-0.05977717360471975,0.5331399473109234,0.08084066214473495,0.39897710889313787,0.05977717360471975,111
serv_L3,-0.059774405671592076,0.5257061026377275,-0.08462931762307886,0.36852025809070554,0.059774405671592076,115
ki_L5,0.05896157047863131,0.5350331150074222,0.03821335321122958,0.6877989849744757,0.05896157047863131,113
brent_pct_L3,-0.05891814742665816,0.5316638347640915,0.013526712030867947,0.8859113235135966,0.05891814742665816,115
mom_MA6,0.058640209630326914,0.5372648245000154,0.09114408453380694,0.33700361179326266,0.058640209630326914,113
reg_receivables_L4,0.05817002221991545,0.5387118968270687,0.04428759516378834,0.639870003638484,0.05817002221991545,114
reg_shipped_D3,-0.05775840636668716,0.539786632972432,-0.05931374132605385,0.5289071538690622,0.05775840636668716,115
reg_wage_agri_L12,0.05734791685925338,0.5592787879548274,0.10399985938812757,0.28872245025493337,0.05734791685925338,106
reg_ppi_L8,-0.057180027282387934,0.5529508376046557,-0.1696889760711593,0.07635160452216812,0.057180027282387934,110
brent_pct_MA6,0.057034764976957045,0.548482571875643,-0.05676794177138745,0.5503579454915193,0.057034764976957045,113
reg_income_real_L2,0.05699477967412168,0.5469603701529722,0.2129768296178693,0.022901267358869836,0.05699477967412168,114
reg_services_L5,0.05606459738561944,0.5776181732576152,0.07061013135595973,0.4828870663801478,0.05606459738561944,101
brent_L4,0.056010913249324674,0.5838321394576589,0.09238087418660426,0.3656101508285601,0.056010913249324674,98
reg_income_nom_L2,0.05543216886433061,0.558022238620765,0.14961247098824207,0.11211109359563663,0.05543216886433061,114
reg_wage_agri_L8,-0.05521039844689792,0.5667300270424293,0.0714113414141915,0.4584752818244767,0.05521039844689792,110
reg_income_real_D12,0.05482558816508378,0.5804195855833993,0.1821966335348626,0.06415261309428781,0.05482558816508378,104
reg_income_nom_D12,0.05433518955367194,0.5838153653936141,0.18880711578470358,0.05492202000190985,0.05433518955367194,104
serv_STD6,0.05427903424711744,0.5679997483551087,0.12745440630180105,0.1785321648499061,0.05427903424711744,113
reg_services_L3,0.054204650588970164,0.5865767604236533,0.1589348144448598,0.10881615830468049,0.054204650588970164,103
reg_wage_MA3,0.053773196019530616,0.5664429240552438,0.1038789527584109,0.26712856355441383,0.053773196019530616,116
brent_L3,0.053754715559885397,0.5971924304918791,0.15616640899527126,0.12268790557862726,0.053754715559885397,99
reg_wage_L4,-0.053560376561263855,0.5714124913175287,0.064263983245345,0.49695260596914637,0.053560376561263855,114
reg_agri_prices_L0,-0.053463647642675326,0.5652960382193867,-0.01405863062681237,0.8798987373841828,0.053463647642675326,118
reg_agri_prices,-0.053463647642675326,0.5652960382193867,-0.01405863062681237,0.8798987373841828,0.053463647642675326,118
reg_profit_L8,0.05303465407758382,0.5821372711819863,0.07272419899199349,0.45023383999618927,0.05303465407758382,110
ki_L12,-0.052912521385329266,0.5901034887798773,-0.1607203792552422,0.09980172822611419,0.052912521385329266,106
reg_housing_secondary_L2,0.052582211455096235,0.578469467227202,0.21850679197112563,0.019512066223957916,0.052582211455096235,114
reg_agri_prices_MA6,-0.05232665201892036,0.5820226850929875,-0.06817005017792115,0.473105388309636,0.05232665201892036,113
reg_invest_prices_STD3,0.052220253359955136,0.5777197847186668,0.00975388459574359,0.9172349526167194,0.052220253359955136,116
reg_payables_L3,0.051866367438345946,0.5819768806185227,0.06537544150488779,0.4875832103354364,0.051866367438345946,115
ki_L11,-0.051460141443834144,0.5986071230673657,-0.14432975390129238,0.13802110637594447,0.051460141443834144,107
reg_housing_primary_D6,-0.05145507373595382,0.5934423052448176,-0.05007938128704892,0.6033680982258435,0.05145507373595382,110
reg_agri_prices_L6,-0.05128039592597232,0.5912911425473297,0.1272746693640906,0.18113019681354567,0.05128039592597232,112
reg_income_real_D3,0.05078662147520187,0.5931952079864381,0.13977204377930055,0.13980020188206474,0.05078662147520187,113
reg_invest_prices_L11,0.050702175508709944,0.6040111017029385,0.1308197147890968,0.1792411291421312,0.050702175508709944,107
ki_L10,-0.050547543230787154,0.6033945200826015,-0.12432858973924707,0.19984038400247198,0.050547543230787154,108
ki_i_L4,-0.05047831424070279,0.5937834058273231,0.17071264442759734,0.06937350888993085,0.05047831424070279,114
reg_housing_primary_MA6,0.05024669020605934,0.6004732242031104,0.15656771845745132,0.10079585315461027,0.05024669020605934,111
reg_income_nom_L3,0.0501818378348671,0.5976090992510715,0.09303894158636908,0.3270125958664287,0.0501818378348671,113
reg_payables_L0,-0.050014019292735405,0.5906843061740057,-0.1656908479552325,0.07295389453221388,0.050014019292735405,118
reg_payables,-0.050014019292735405,0.5906843061740057,-0.1656908479552325,0.07295389453221388,0.050014019292735405,118
nonprod_L1,0.04999064646343784,0.5924695791323947,0.17775196144359176,0.05519524309107964,0.04999064646343784,117
brent_L11,0.04960986497195736,0.6367550152951954,0.12002328074902366,0.2518132035413006,0.04960986497195736,93
serv_L1,-0.04893082991584158,0.6003486016268935,-0.06713656455686454,0.47201269682213043,0.04893082991584158,117
reg_construction_STD3,-0.048815155737663894,0.6028043498259038,0.004179129750245561,0.9644872433748686,0.048815155737663894,116
reg_retail,-0.04869560804243461,0.6005223259630276,-0.07617369069918188,0.41230636001935506,0.04869560804243461,118
reg_retail_L0,-0.04869560804243461,0.6005223259630276,-0.07617369069918188,0.41230636001935506,0.04869560804243461,118
reg_invest_prices_L8,-0.04855052259576233,0.6144845055325687,-0.0003472237881590437,0.9971275320735637,0.04855052259576233,110
brent_L9,0.048473861166816734,0.6426791109125258,0.08673819610082671,0.405818694918337,0.048473861166816734,94
reg_services_L0,0.048473015073391613,0.6217065771284397,0.1759523111732278,0.0712056281946002,0.048473015073391613,106
reg_services,0.048473015073391613,0.6217065771284397,0.1759523111732278,0.0712056281946002,0.048473015073391613,106
reg_wage_agri_L10,0.04839632525833623,0.618915059824775,0.14115876008527348,0.1450605677853223,0.04839632525833623,108
reg_wage_L8,-0.04818165746377743,0.6171798009528012,0.10255543080712765,0.2863616159838732,0.04818165746377743,110
reg_payables_L8,-0.04816431030662507,0.6173066821834633,-0.08692799887470216,0.36652348933345347,0.04816431030662507,110
reg_profit_D3,0.04781804831209631,0.6118180637379466,0.010448562202726889,0.9117532867439271,0.04781804831209631,115
reg_income_nom_L5,0.04730651742429044,0.6219848145006578,0.06938655265425199,0.46929281279624024,0.04730651742429044,111
reg_wage_agri_MA3,0.04710065910516488,0.6156150148794388,-0.06930013626868207,0.459790702974883,0.04710065910516488,116
reg_income_nom_D6,-0.046191690095690754,0.631807600983854,0.16265932781796513,0.08954100673243096,0.046191690095690754,110
reg_income_nom_D3,0.045633072438378074,0.6312680273587589,0.1613845707398947,0.08769572379302566,0.045633072438378074,113
reg_invest_prices_L4,0.04430330655395757,0.6397511858517445,0.10586848376999232,0.26226122803947965,0.04430330655395757,114
reg_ind_prod_L12,-0.04424896493803211,0.6524292434062471,-0.10985389636088669,0.26228729947607143,0.04424896493803211,106
reg_income_real_D6,-0.04401458405420363,0.6479752471935526,0.18557582588789764,0.05225866403853479,0.04401458405420363,110
brent_pct_STD6,0.04344646637342842,0.6477263453202711,0.10242269280256339,0.28036294461131656,0.04344646637342842,113
nonprod_L5,0.04258767049151454,0.6542377218782414,0.15145936728996606,0.10929130078594927,0.04258767049151454,113
reg_agri_prices_L8,0.04230534504962214,0.6607846278070946,0.046604323285466695,0.6287624740445104,0.04230534504962214,110
reg_income_real_L3,0.04224361544475091,0.656853676119355,0.127684494998085,0.17774301257695554,0.04224361544475091,113
nonprod_L10,-0.04219595621568834,0.6645761506375307,-0.1657258639069832,0.08650900439984095,0.04219595621568834,108
reg_payables_L7,-0.04172892947806883,0.6636681942082076,-0.10258806846778508,0.28397744617595977,0.04172892947806883,111
ki_i_L11,-0.04141200498795889,0.6719163044969139,-0.02048015759885107,0.8341499810916645,0.04141200498795889,107
reg_housing_secondary_L3,0.04108319063718203,0.6657072150144023,0.15957647430375205,0.09135417756110806,0.04108319063718203,113
reg_services_STD6,0.04108160453729908,0.6833483831804215,0.09987039731154605,0.3203792245959002,0.04108160453729908,101
usd_L11,-0.04106573706897596,0.6745035848276212,-0.053294692374637145,0.5856179231324459,0.04106573706897596,107
prod_L5,-0.04099714568495984,0.6663655539300026,-0.16770126985224687,0.07582125820018348,0.04099714568495984,113
reg_payables_L9,-0.0395265158332185,0.6832216386883114,0.031192001716337618,0.7474693579369862,0.0395265158332185,109
nonprod_STD6,-0.03927731421949967,0.6795767749774879,-0.028404766527048916,0.7652072354077466,0.03927731421949967,113
reg_housing_primary_D1,0.039099012963089236,0.6782382072555917,0.06359022590499976,0.4995719664847421,0.039099012963089236,115
reg_wage_agri_D3,-0.03902610288138539,0.6788050976023029,-0.009841117680390211,0.9168647302396674,0.03902610288138539,115
serv_MA12,0.03874080618653783,0.6919722970815863,0.08443576863297021,0.3872049710355414,0.03874080618653783,107
reg_agri_prices_D3,-0.03870042113920753,0.6813395236375455,0.03772661734839645,0.6889386757392211,0.03870042113920753,115
brent_L10,0.03835790434800979,0.715080285254459,0.10625161038099336,0.3107411320199148,0.03835790434800979,93
brent_pct_L7,0.038335792046372594,0.6895488018790337,0.10377595058993964,0.278408984173415,0.038335792046372594,111
usd_L8,0.03832359162562304,0.6910019347238433,-0.050300440833767064,0.6017681692002077,0.03832359162562304,110
reg_retail_L12,-0.038235149142150954,0.6971801581729149,-0.08778189332522321,0.3709031719912065,0.038235149142150954,106
reg_wage_D1,-0.03802980847018381,0.6839448114935086,-0.09249603266530276,0.3212541762189727,0.03802980847018381,117
usd_L9,0.038006505254113275,0.6947872577364242,0.01950751520724905,0.8404361917627747,0.038006505254113275,109
reg_ind_prod,-0.03791098996644939,0.683580988856413,-0.061581617739584815,0.50767924418546,0.03791098996644939,118
reg_ind_prod_L0,-0.03791098996644939,0.683580988856413,-0.061581617739584815,0.50767924418546,0.03791098996644939,118
reg_income_real_L5,0.03742964761847294,0.6965228534116187,0.05734753001095197,0.5499423270947599,0.03742964761847294,111
reg_invest_prices_L1,-0.03734732600928335,0.6893220195267148,0.12120275283673174,0.19300628068804723,0.03734732600928335,117
reg_wage_L2,-0.03721189610728041,0.6916761453617741,0.04245915097086172,0.6508722096596817,0.03721189610728041,116
reg_housing_primary_D3,0.03691952586582782,0.6978467785436018,-0.01993867621180243,0.8339679723048437,0.03691952586582782,113
reg_retail_L7,-0.03689866655191091,0.7006213291607327,-0.034203937799516276,0.7215516178862491,0.03689866655191091,111
reg_ppi_L7,-0.03640867671059465,0.704411050052066,-0.1005211247539579,0.29384284381891224,0.03640867671059465,111
reg_housing_secondary_MA3,0.03573477228885218,0.7058327385323782,0.17514567204358636,0.062340014833547994,0.03573477228885218,114
reg_profit_L5,-0.03542360802388155,0.7095293628717804,0.021791661951771246,0.818791097498816,0.03542360802388155,113
reg_housing_primary_STD3,-0.035231183976510885,0.7097915262811775,-0.06328030024148319,0.5035761931132599,0.035231183976510885,114
reg_housing_primary_L2,-0.03467668215805214,0.7141595064994526,0.07206793102285951,0.44606811496228405,0.03467668215805214,114
reg_wage_agri_L0,0.03460987196745532,0.7098416388622688,0.008028182676207408,0.93124270938892,0.03460987196745532,118
reg_wage_agri,0.03460987196745532,0.7098416388622688,0.008028182676207408,0.93124270938892,0.03460987196745532,118
ki_i_L12,0.03421571058824556,0.7276919271848701,0.10408425867743813,0.2883291838284626,0.03421571058824556,106
reg_receivables_L3,-0.03352333566887067,0.7220873704208918,-0.09349345723344309,0.320304803822724,0.03352333566887067,115
reg_wage_agri_L7,0.03342004128669527,0.7276798693368003,0.019189040420768202,0.8415596349849483,0.03342004128669527,111
