Feature,Horizon,Pearson_r,P_value,Abs_r,N,Significant
Ruonia_L11,h=12,-0.4409147179964426,6.92222740560823e-06,0.4409147179964426,96,True
Ruonia_L12,h=12,-0.4356459342386255,1.0221640370397182e-05,0.4356459342386255,95,True
reg_wage_L11,h=12,0.4311547412863944,1.1577283907706971e-05,0.4311547412863944,96,True
reg_wage_L12,h=12,0.4307413462800252,1.3170954213247797e-05,0.4307413462800252,95,True
reg_receivables_STD3,h=12,-0.43011664419333695,4.66490950925475e-06,0.43011664419333695,105,True
Ruonia_L10,h=12,-0.42946844417060787,1.1353175730258186e-05,0.42946844417060787,97,True
reg_services_L1,h=12,0.4276487898961718,1.7146637498256212e-05,0.4276487898961718,94,True
reg_invest_prices_L8,h=12,0.4201416647955971,1.4952801226253157e-05,0.4201416647955971,99,True
Ruonia_L9,h=12,-0.40767852057224546,3.09256772414384e-05,0.40767852057224546,98,True
reg_wage_L9,h=12,0.39686827140672387,5.213384353775009e-05,0.39686827140672387,98,True
reg_construction_MA6,h=12,-0.39312072287517635,4.3657731561478325e-05,0.39312072287517635,102,True
ibved_m_MA3,h=12,0.3920526382606027,0.02403763840757673,0.3920526382606027,33,True
reg_housing_secondary_L1,h=12,0.3920325047793255,3.8609214155822364e-05,0.3920325047793255,104,True
reg_housing_secondary_L2,h=12,0.3833770197124182,6.409227316016114e-05,0.3833770197124182,103,True
reg_housing_primary_L12,h=12,0.38120909871277125,0.00016329688793402302,0.38120909871277125,93,True
reg_services_L2,h=12,0.3763917627537484,0.00020047312748047922,0.3763917627537484,93,True
reg_invest_prices_L7,h=12,0.3725400352871861,0.00013513175892965564,0.3725400352871861,100,True
Ruonia_L8,h=12,-0.372490498890946,0.0001466079573219667,0.372490498890946,99,True
reg_housing_secondary_L0,h=12,0.36939879691581445,0.00010532164810592055,0.36939879691581445,105,True
reg_housing_secondary,h=12,0.36939879691581445,0.00010532164810592055,0.36939879691581445,105,True
ki_STD3,h=12,0.3641561896712935,0.00013409706707421694,0.3641561896712935,105,True
reg_housing_secondary_L3,h=12,0.36191951947047124,0.00018571406533053473,0.36191951947047124,102,True
reg_housing_secondary_L6,h=12,0.3570929143369688,0.0002852971520495993,0.3570929143369688,99,True
ibved_m_L2,h=12,0.35595401270925325,0.04204342724822072,0.35595401270925325,33,True
ibved_q_D3,h=12,0.35217250271343653,0.0037325486695738977,0.35217250271343653,66,True
reg_housing_secondary_L4,h=12,0.35011856690410265,0.0003317554452214654,0.35011856690410265,101,True
reg_housing_secondary_L5,h=12,0.3500139218732174,0.00035732525359535557,0.3500139218732174,100,True
reg_wage_L8,h=12,0.34817850551391155,0.0004131929624040174,0.34817850551391155,99,True
reg_housing_secondary_L7,h=12,0.34445098607591856,0.0005145613236373636,0.34445098607591856,98,True
reg_services_L3,h=12,0.34242972232625596,0.0008342327888610913,0.34242972232625596,92,True
reg_housing_secondary_L12,h=12,0.33999548150045655,0.0008549247639702993,0.33999548150045655,93,True
ki_D3,h=12,0.337361815036405,0.0004616009406945951,0.337361815036405,104,True
Ruonia_L7,h=12,-0.3365712090411012,0.0006173857420782247,0.3365712090411012,100,True
reg_payables_STD3,h=12,-0.3324888417414519,0.00052953968733355,0.3324888417414519,105,True
ki_L12,h=12,-0.33192846530644066,0.0010158511941003021,0.33192846530644066,95,True
reg_housing_secondary_L8,h=12,0.3309358803057281,0.0009299668554644489,0.3309358803057281,97,True
reg_housing_secondary_L11,h=12,0.32370837396161206,0.0014594368778193178,0.32370837396161206,94,True
reg_invest_prices_L6,h=12,0.3203445573320131,0.001091305717972942,0.3203445573320131,101,True
reg_construction_STD3,h=12,-0.3199124286090292,0.0008786023449455484,0.3199124286090292,105,True
ibved_m_L3,h=12,0.3171566802048342,0.07694188503277911,0.3171566802048342,32,False
reg_wage_L7,h=12,0.3149456284942122,0.001415409427601863,0.3149456284942122,100,True
reg_invest_prices_D6,h=12,-0.31406964038691004,0.0013818730642747678,0.31406964038691004,101,True
reg_housing_secondary_L10,h=12,0.3124948823904874,0.002048540020508653,0.3124948823904874,95,True
reg_housing_secondary_L9,h=12,0.3100388157195044,0.0021115289534551205,0.3100388157195044,96,True
reg_wage_D12,h=12,-0.3092641458889623,0.002291768203844874,0.3092641458889623,95,True
reg_housing_primary_L11,h=12,0.3092529045316793,0.002422026962268525,0.3092529045316793,94,True
ki,h=12,0.3066228473367846,0.0013171256340151801,0.3066228473367846,107,True
ki_L0,h=12,0.3066228473367846,0.0013171256340151801,0.3066228473367846,107,True
reg_services_L12,h=12,-0.305140189005791,0.005031189345301075,0.305140189005791,83,True
brent_MA3,h=12,0.3026610284834401,0.015907296094127523,0.3026610284834401,63,True
reg_services_L4,h=12,0.30205774317961837,0.0036153245919079108,0.30205774317961837,91,True
reg_ppi_STD3,h=12,-0.30137305420461,0.001783123351955275,0.30137305420461,105,True
ibved_q_D6,h=12,0.2993508317556379,0.017154523927983903,0.2993508317556379,63,True
ki_L11,h=12,-0.29768826825844835,0.0032230873268857757,0.29768826825844835,96,True
Ruonia_L6,h=12,-0.2974913601760529,0.002517311389670669,0.2974913601760529,101,True
reg_services_L5,h=12,0.29033609690464107,0.005504389626227968,0.29033609690464107,90,True
ibved_q_D12,h=12,0.2851153034628294,0.03157716234866706,0.2851153034628294,57,True
brent_D12,h=12,0.28498237775571655,0.017623297970208326,0.28498237775571655,69,True
brent,h=12,0.2848794727770232,0.005645010022401685,0.2848794727770232,93,True
brent_L0,h=12,0.2848794727770232,0.005645010022401685,0.2848794727770232,93,True
reg_services_L6,h=12,0.2831804945254141,0.007165930751385583,0.2831804945254141,89,True
reg_services_L7,h=12,0.2776894345137356,0.008807335688674348,0.2776894345137356,88,True
ki_L10,h=12,-0.2751366023665059,0.0063815278548870254,0.2751366023665059,97,True
reg_wage_L6,h=12,0.27341095999690623,0.0056667870293987815,0.27341095999690623,101,True
reg_profit_STD3,h=12,-0.27281729232294577,0.004867076778253045,0.27281729232294577,105,True
brent_pct_MA6,h=12,0.2720002460821365,0.005682579078457656,0.2720002460821365,102,True
Ruonia_L5,h=12,-0.2713191215125105,0.005809240454140519,0.2713191215125105,102,True
reg_income_real_MA6,h=12,0.2711504424143029,0.006357809814986077,0.2711504424143029,100,True
reg_housing_primary_L10,h=12,0.2705915561266173,0.007997936221898419,0.2705915561266173,95,True
ibved_q_L2,h=12,0.2661427184425612,0.02948788180395546,0.2661427184425612,67,True
ki_MA3,h=12,0.2650942431527031,0.006276639703783958,0.2650942431527031,105,True
brent_MA6,h=12,0.26496195546378143,0.14972185631339152,0.26496195546378143,31,False
ki_L1,h=12,0.26100687236407055,0.006884516287483005,0.26100687236407055,106,True
reg_invest_prices_L5,h=12,0.26032383895603606,0.008230517554695164,0.26032383895603606,102,True
reg_income_nom_MA6,h=12,0.25660775870184915,0.009962700300500508,0.25660775870184915,100,True
reg_profit_MA6,h=12,-0.2522444393132053,0.010538307399935855,0.2522444393132053,102,True
reg_construction_MA3,h=12,-0.25192172018924514,0.009528581178643096,0.25192172018924514,105,True
ki_L9,h=12,-0.2510667826715677,0.012644668153325904,0.2510667826715677,98,True
Ruonia_L4,h=12,-0.24918327458441972,0.011141064091334805,0.24918327458441972,103,True
reg_ind_prod_STD3,h=12,0.24867932176738908,0.010527011939800974,0.24867932176738908,105,True
reg_income_nom_L0,h=12,0.24342230666652756,0.012341120873384463,0.24342230666652756,105,True
reg_income_nom,h=12,0.24342230666652756,0.012341120873384463,0.24342230666652756,105,True
reg_income_nom_MA3,h=12,0.241152342633547,0.014131996899427388,0.241152342633547,103,True
reg_income_real_MA3,h=12,0.24027918808972104,0.014495844836886988,0.24027918808972104,103,True
reg_income_real,h=12,0.23829763980749855,0.014366402932022427,0.23829763980749855,105,True
reg_income_real_L0,h=12,0.23829763980749855,0.014366402932022427,0.23829763980749855,105,True
reg_wage_L5,h=12,0.23768165583479173,0.016152078941341637,0.23768165583479173,102,True
reg_housing_primary_L9,h=12,0.23735973549834313,0.01988244824901596,0.23735973549834313,96,True
reg_income_real_L6,h=12,0.23611954213582073,0.01862786846483614,0.23611954213582073,99,True
reg_services_L11,h=12,-0.2348310882940521,0.03154112448042255,0.2348310882940521,84,True
ki_L8,h=12,-0.23202927277259947,0.02083418929808078,0.23202927277259947,99,True
reg_housing_primary_MA6,h=12,0.2318791820569,0.020266700324382256,0.2318791820569,100,True
brent_L1,h=12,0.23159747543736495,0.026328851619422673,0.23159747543736495,92,True
reg_income_real_L5,h=12,0.23082629413386882,0.020858391735775812,0.23082629413386882,100,True
Ruonia_L3,h=12,-0.22993992538535457,0.01886686052056135,0.22993992538535457,104,True
prod_MA6,h=12,0.22927666236519242,0.020448685295644618,0.22927666236519242,102,True
ibved_m_L8,h=12,-0.22786489126280216,0.25299228539732704,0.22786489126280216,27,False
reg_wage_agri_MA3,h=12,0.22777669609357895,0.01944518866820922,0.22777669609357895,105,True
ki_i,h=12,0.22508942570249538,0.019753742334669654,0.22508942570249538,107,True
ki_i_L0,h=12,0.22508942570249538,0.019753742334669654,0.22508942570249538,107,True
reg_income_nom_L1,h=12,0.22305138760305324,0.022849126582166344,0.22305138760305324,104,True
reg_wage_agri_MA6,h=12,0.21885327215738615,0.027109856916648318,0.21885327215738615,102,True
reg_income_nom_L5,h=12,0.21721464714791408,0.02994427474265172,0.21721464714791408,100,True
reg_income_nom_L6,h=12,0.21708670475307607,0.03089963730658448,0.21708670475307607,99,True
reg_income_real_L1,h=12,0.21689611269662085,0.026995756238324148,0.21689611269662085,104,True
ki_L7,h=12,-0.2154476355662428,0.031339219851652764,0.2154476355662428,100,True
Ruonia_D1,h=12,0.21396476184625143,0.02764029862581152,0.21396476184625143,106,True
Ruonia_D12,h=12,0.21330839123180773,0.0379401104004178,0.21330839123180773,95,True
reg_income_real_L4,h=12,0.21259968808017315,0.03280428070869829,0.21259968808017315,101,True
ibved_m_L9,h=12,-0.21233194473430939,0.29770320258631766,0.21233194473430939,26,False
ki_i_MA3,h=12,0.20995898991791503,0.03157830518547832,0.20995898991791503,105,True
reg_wage_agri_L0,h=12,0.20952864028773674,0.03030903381068165,0.20952864028773674,107,True
reg_wage_agri,h=12,0.20952864028773674,0.03030903381068165,0.20952864028773674,107,True
ibved_m_L4,h=12,0.2093010787686131,0.25846690260600036,0.2093010787686131,31,False
Ruonia_MA6,h=12,-0.20782579582950503,0.03608108491123779,0.20782579582950503,102,True
reg_income_nom_L3,h=12,0.20709739514420555,0.036752539190024365,0.20709739514420555,102,True
reg_income_nom_L4,h=12,0.20656679079911897,0.03821517265621052,0.20656679079911897,101,True
Ruonia_L2,h=12,-0.2063321120724064,0.03470826201133114,0.2063321120724064,105,True
reg_wage_D6,h=12,-0.20598125377271143,0.03877799455954633,0.20598125377271143,101,True
reg_income_real_L3,h=12,0.20508337913176108,0.03866387347589464,0.20508337913176108,102,True
ki_i_MA6,h=12,0.20475917802842403,0.03897918575410688,0.20475917802842403,102,True
Ruonia_D6,h=12,0.20401773504173765,0.04071620295553247,0.20401773504173765,101,True
reg_housing_primary_MA3,h=12,0.20297461691377594,0.03975516286665026,0.20297461691377594,103,True
reg_income_nom_L2,h=12,0.2025877086940826,0.040142385757880206,0.2025877086940826,103,True
ki_L2,h=12,0.2020723582305416,0.03871380876339389,0.2020723582305416,105,True
reg_wage_agri_L1,h=12,0.20011016719165953,0.03971666321593407,0.20011016719165953,106,True
reg_housing_primary,h=12,0.20007812281026985,0.04071803996116627,0.20007812281026985,105,True
reg_housing_primary_L0,h=12,0.20007812281026985,0.04071803996116627,0.20007812281026985,105,True
Ruonia_D3,h=12,0.19926391304769173,0.042567837185867985,0.19926391304769173,104,True
reg_wage_agri_L2,h=12,0.19778769953830178,0.04312612333725934,0.19778769953830178,105,True
brent_D6,h=12,0.1976278442998878,0.08491584356076899,0.1976278442998878,77,False
reg_income_real_L2,h=12,0.19736958611492314,0.045679861184053,0.19736958611492314,103,True
ibved_q_MA6,h=12,0.19669083335375717,0.11928687448344606,0.19669083335375717,64,False
reg_invest_prices_L4,h=12,0.1939442808566971,0.04964866003483858,0.1939442808566971,103,True
reg_income_real_STD3,h=12,0.1928799871441499,0.05093833041800592,0.1928799871441499,103,False
ki_i_D12,h=12,0.19234278323177714,0.061847935091377065,0.19234278323177714,95,False
reg_income_real_L7,h=12,0.19139384697201592,0.05904142963615186,0.19139384697201592,98,False
brent_L2,h=12,0.19051823098519136,0.07046478441926772,0.19051823098519136,91,False
reg_income_nom_STD3,h=12,0.18925935649789005,0.055534174537495005,0.18925935649789005,103,False
reg_income_real_L12,h=12,0.1854490818960006,0.07512666600443016,0.1854490818960006,93,False
brent_STD3,h=12,0.18443258042319016,0.14789132627361334,0.18443258042319016,63,False
reg_wage_agri_L3,h=12,0.1809936527187782,0.06596097571757496,0.1809936527187782,104,False
reg_wage_L4,h=12,0.17945804933012424,0.06970421778166364,0.17945804933012424,103,False
reg_invest_prices_D3,h=12,-0.17824030037227603,0.07025588096078615,0.17824030037227603,104,False
reg_payables_MA6,h=12,-0.17822512401608137,0.07310426691319205,0.17822512401608137,102,False
ki_L6,h=12,-0.1776255454035469,0.07555925454716715,0.1776255454035469,101,False
reg_ppi_D12,h=12,0.17616172587833262,0.08769869707298959,0.17616172587833262,95,False
ki_D1,h=12,0.17500865553037342,0.07275967648483946,0.17500865553037342,106,False
reg_income_nom_L7,h=12,0.17475073942392325,0.08524770945504553,0.17475073942392325,98,False
reg_profit_MA3,h=12,-0.172816258064285,0.07791201477034201,0.172816258064285,105,False
usd_MA3,h=12,-0.17268224192096096,0.07814643743693238,0.17268224192096096,105,False
reg_wage_agri_STD3,h=12,0.17225386915307495,0.07889954905984808,0.17225386915307495,105,False
reg_income_nom_L12,h=12,0.17126825253748354,0.10070075987740681,0.17126825253748354,93,False
brent_D3,h=12,0.1691126345596167,0.1337161362016198,0.1691126345596167,80,False
reg_housing_primary_L1,h=12,0.16839389016235384,0.08749595716074172,0.16839389016235384,104,False
brent_L3,h=12,0.16792795106613329,0.11158551576611514,0.16792795106613329,91,False
reg_wage_MA6,h=12,0.16713134674821525,0.09315750639566321,0.16713134674821525,102,False
reg_wage_agri_L4,h=12,0.1655637901127887,0.09465493031696974,0.1655637901127887,103,False
reg_services_L8,h=12,0.16334443336734414,0.13060718291232107,0.16334443336734414,87,False
reg_shipped_MA6,h=12,0.16156169250091165,0.10474773482426791,0.16156169250091165,102,False
Ruonia_L1,h=12,-0.16048993494367647,0.10029509438101791,0.16048993494367647,106,False
ibved_m_L7,h=12,-0.15747504215778899,0.42353667935045725,0.15747504215778899,28,False
reg_ppi_L10,h=12,-0.15638630577483378,0.12609398619413711,0.15638630577483378,97,False
reg_ppi_L12,h=12,-0.15532865304496796,0.13282539055777284,0.15532865304496796,95,False
nonprod_STD3,h=12,-0.1553267485205905,0.11360578795832989,0.1553267485205905,105,False
brent_L4,h=12,0.15440550729645447,0.14620347009448975,0.15440550729645447,90,False
reg_ppi_L11,h=12,-0.15345527479787094,0.13551330364907052,0.15345527479787094,96,False
usd,h=12,-0.15302442932584817,0.11558273978918,0.15302442932584817,107,False
usd_L0,h=12,-0.15302442932584817,0.11558273978918,0.15302442932584817,107,False
ki_MA6,h=12,0.15300631797523515,0.12471058102802104,0.15300631797523515,102,False
reg_ppi_L9,h=12,-0.15293969983334138,0.13272049959998897,0.15293969983334138,98,False
Ruonia_MA3,h=12,-0.15113786377809682,0.12379974674385325,0.15113786377809682,105,False
reg_housing_primary_L8,h=12,0.15075670354286624,0.1404892662282477,0.15075670354286624,97,False
ibved_m_L1,h=12,0.15057517433903722,0.3953154003557736,0.15057517433903722,34,False
usd_STD3,h=12,-0.15038269199984441,0.12571011634201734,0.15038269199984441,105,False
reg_ppi_L8,h=12,-0.15022819607725293,0.13775456436271774,0.15022819607725293,99,False
reg_ind_prod_MA6,h=12,0.15016069003688298,0.13196117129712145,0.15016069003688298,102,False
ibved_m_L12,h=12,0.1494489045129425,0.49612459329438446,0.1494489045129425,23,False
reg_wage_agri_D6,h=12,0.1487820487939858,0.137568360239387,0.1487820487939858,101,False
reg_ppi_L7,h=12,-0.14849107076832385,0.14036611991091175,0.14849107076832385,100,False
usd_MA6,h=12,-0.14538674225650525,0.14484153158026714,0.14538674225650525,102,False
mom_MA6,h=12,0.14404849056925934,0.1486170998643322,0.14404849056925934,102,False
reg_wage_L3,h=12,0.14345052139404896,0.1462909618516815,0.14345052139404896,104,False
reg_housing_primary_L2,h=12,0.14274864571431511,0.15030994689920782,0.14274864571431511,103,False
prod_L0,h=12,0.1425461341750663,0.1430080963190716,0.1425461341750663,107,False
prod,h=12,0.1425461341750663,0.1430080963190716,0.1425461341750663,107,False
prod_MA3,h=12,0.14161057416888287,0.14959058025894642,0.14161057416888287,105,False
ibved_m_D12,h=12,0.1407102163056614,0.5219200761149863,0.1407102163056614,23,False
brent_L5,h=12,0.13833923714847118,0.19605722309085816,0.13833923714847118,89,False
reg_housing_primary_L5,h=12,0.1371374671442256,0.17364936844278733,0.1371374671442256,100,False
reg_income_real_L11,h=12,0.13615581790637862,0.19069701388805657,0.13615581790637862,94,False
brent_D1,h=12,0.13611938569115709,0.23471332820719268,0.13611938569115709,78,False
prod_L5,h=12,0.13586991999239872,0.17331457113046483,0.13586991999239872,102,False
reg_ppi_L6,h=12,-0.13569924010392664,0.17603865534942809,0.13569924010392664,101,False
reg_profit_D12,h=12,-0.13469270959891014,0.19312779983022965,0.13469270959891014,95,False
reg_retail_MA6,h=12,0.13432307611700517,0.1783071593235328,0.13432307611700517,102,False
reg_housing_primary_L6,h=12,0.13366494858813294,0.18717377321478015,0.13366494858813294,99,False
mom_STD3,h=12,-0.13297336470843343,0.176287542797783,0.13297336470843343,105,False
reg_housing_primary_L4,h=12,0.13294522785744198,0.1850571342057312,0.13294522785744198,101,False
reg_housing_primary_L7,h=12,0.131753279673349,0.1959413225247994,0.131753279673349,98,False
reg_construction_L5,h=12,-0.12973478785152384,0.19373509277978992,0.12973478785152384,102,False
brent_pct_MA3,h=12,0.12926353715218794,0.18877127493028742,0.12926353715218794,105,False
reg_payables_MA3,h=12,-0.1292414239250586,0.18884756417443124,0.1292414239250586,105,False
mom_L0,h=12,0.12904637358999776,0.1852594407916553,0.12904637358999776,107,False
reg_income_nom_L11,h=12,0.12887853950566314,0.21572516631390534,0.12887853950566314,94,False
reg_construction_L4,h=12,-0.12856798019168164,0.19556977549396298,0.12856798019168164,103,False
reg_invest_prices_L3,h=12,0.1278026656771454,0.1960480379490871,0.1278026656771454,104,False
reg_housing_primary_L3,h=12,0.12777793039385088,0.20060055113661562,0.12777793039385088,102,False
ki_i_D3,h=12,0.12756553728932674,0.1968859946996489,0.12756553728932674,104,False
prod_L4,h=12,0.12745540945207645,0.19949763371098425,0.12745540945207645,103,False
reg_income_real_L8,h=12,0.12654232456792422,0.21678855560004842,0.12654232456792422,97,False
brent_pct_L4,h=12,0.1255075475941194,0.20651054752440742,0.1255075475941194,103,False
reg_retail_L10,h=12,0.12289842825716374,0.23042289794233237,0.12289842825716374,97,False
reg_services_D6,h=12,0.12223333513826455,0.25381563000301166,0.12223333513826455,89,False
reg_wage_agri_D12,h=12,0.12152477293151358,0.24073547820583527,0.12152477293151358,95,False
ibved_q_D1,h=12,0.12077779211034065,0.3265475290079253,0.12077779211034065,68,False
reg_invest_prices_STD3,h=12,-0.12070034584521447,0.2200124630669912,0.12070034584521447,105,False
reg_construction_L1,h=12,-0.11950443312271194,0.2224030784575332,0.11950443312271194,106,False
reg_construction_L0,h=12,-0.11858573464980883,0.22377527420134954,0.11858573464980883,107,False
reg_construction,h=12,-0.11858573464980883,0.22377527420134954,0.11858573464980883,107,False
ibved_q_L12,h=12,-0.11805740297968774,0.38177450764728127,0.11805740297968774,57,False
reg_ppi_L5,h=12,-0.11794510987173612,0.23774878792284693,0.11794510987173612,102,False
ki_L3,h=12,0.11771023112218358,0.2340277912992985,0.11771023112218358,104,False
reg_retail_STD3,h=12,0.11741954812829102,0.2329002319505767,0.11741954812829102,105,False
usd_L12,h=12,-0.11681269906535753,0.2595981788639177,0.11681269906535753,95,False
reg_wage_agri_L5,h=12,0.11672286314389571,0.24268058746415458,0.11672286314389571,102,False
reg_invest_prices_MA6,h=12,0.11623511755547526,0.24466829373636656,0.11623511755547526,102,False
reg_income_nom_L8,h=12,0.11607788995422628,0.25753084863020803,0.11607788995422628,97,False
reg_ppi_D6,h=12,0.11566856847107182,0.24938012572547236,0.11566856847107182,101,False
reg_construction_L2,h=12,-0.11443952126027755,0.2450557933459456,0.11443952126027755,105,False
brent_pct_L5,h=12,0.11279981098419364,0.25898696516101666,0.11279981098419364,102,False
reg_construction_L6,h=12,-0.11267381461132853,0.2619305912265017,0.11267381461132853,101,False
ki_i_L1,h=12,0.11261937952549732,0.2503909189406346,0.11261937952549732,106,False
usd_L1,h=12,-0.11224117142215564,0.2519955786250535,0.11224117142215564,106,False
usd_L8,h=12,-0.11141786532130349,0.2722319939524506,0.11141786532130349,99,False
reg_construction_L3,h=12,-0.11084693708524136,0.26262215276544765,0.11084693708524136,104,False
reg_retail_L9,h=12,0.11067372306994235,0.2779688689333414,0.11067372306994235,98,False
prod_L6,h=12,0.10919005527795869,0.2770628057481137,0.10919005527795869,101,False
ibved_m_D6,h=12,0.10917785921099402,0.5729116357705134,0.10917785921099402,29,False
prod_STD3,h=12,-0.10749561680311767,0.27506040114425456,0.10749561680311767,105,False
reg_housing_primary_STD3,h=12,0.10747414122400013,0.2798906259994457,0.10747414122400013,103,False
ki_L5,h=12,-0.10742588025807359,0.28251344062409806,0.10742588025807359,102,False
ibved_m_D3,h=12,-0.10688810536993813,0.5603874758538578,0.10688810536993813,32,False
usd_L9,h=12,-0.106332706575686,0.297369058590574,0.106332706575686,98,False
ibved_q_STD3,h=12,0.10615727607316969,0.3925500988740309,0.10615727607316969,67,False
brent_L6,h=12,0.10606674173120145,0.3253390620380292,0.10606674173120145,88,False
usd_L10,h=12,-0.10584195797467706,0.3021609459288168,0.10584195797467706,97,False
prod_L7,h=12,0.10525685602081178,0.2973033906996075,0.10525685602081178,100,False
prod_L3,h=12,0.10489775868124289,0.2892587561157804,0.10489775868124289,104,False
ki_i_L6,h=12,0.10445755482617748,0.29854178176512375,0.10445755482617748,101,False
reg_wage_MA3,h=12,0.10402131942058955,0.29096370309704006,0.10402131942058955,105,False
nonprod_L2,h=12,-0.10135443839369036,0.30357656851305975,0.10135443839369036,105,False
reg_wage_L1,h=12,0.09950976125962291,0.3101584117348211,0.09950976125962291,106,False
reg_construction_L8,h=12,-0.09935338547392883,0.3278654989052314,0.09935338547392883,99,False
reg_services_D3,h=12,0.09883636376547335,0.34858317796724264,0.09883636376547335,92,False
prod_L1,h=12,0.09878439534194536,0.313716073626477,0.09878439534194536,106,False
reg_wage_L2,h=12,0.09808652707478296,0.31951291420205175,0.09808652707478296,105,False
reg_construction_L10,h=12,-0.09741040417347803,0.34251690045866484,0.09741040417347803,97,False
reg_construction_L7,h=12,-0.09699677881796433,0.3370355817730405,0.09699677881796433,100,False
brent_pct_STD3,h=12,0.09687976917937154,0.32553171807772424,0.09687976917937154,105,False
mom_MA3,h=12,0.09564914730948919,0.33174387153282336,0.09564914730948919,105,False
mom_L5,h=12,0.09507872404147535,0.3418231846027658,0.09507872404147535,102,False
prod_L8,h=12,0.09504855555344176,0.34936008868131846,0.09504855555344176,99,False
reg_construction_L9,h=12,-0.09262637815321459,0.364331979317869,0.09262637815321459,98,False
brent_pct_L3,h=12,0.09220477190329733,0.351890731176862,0.09220477190329733,104,False
usd_D3,h=12,-0.09211458374272843,0.35236399747659675,0.09211458374272843,104,False
reg_retail_L8,h=12,0.09181107405950788,0.36609205448858473,0.09181107405950788,99,False
reg_agri_prices_L12,h=12,-0.09146049873817357,0.3780499871445099,0.09146049873817357,95,False
serv_STD3,h=12,-0.091041734127532,0.3556670392612769,0.091041734127532,105,False
nonprod_MA6,h=12,-0.09047368985642767,0.36581805059431005,0.09047368985642767,102,False
reg_housing_secondary_STD3,h=12,0.09009262572620168,0.36545283562753544,0.09009262572620168,103,False
reg_agri_prices_L6,h=12,-0.08938479938777447,0.37405376807123697,0.08938479938777447,101,False
mom_L6,h=12,0.08938342188238245,0.37406116059824224,0.08938342188238245,101,False
reg_retail_L11,h=12,0.08917980672106245,0.38755638029827616,0.08917980672106245,96,False
reg_ind_prod_MA3,h=12,0.08821402073083107,0.3708670337580803,0.08821402073083107,105,False
reg_income_real_L10,h=12,0.08755358007633461,0.39884183779861937,0.08755358007633461,95,False
mom_D12,h=12,0.08672568916017132,0.40333308878391316,0.08672568916017132,95,False
reg_construction_L12,h=12,-0.08578190589598146,0.40848922642071833,0.08578190589598146,95,False
ki_i_D1,h=12,0.08554747134762698,0.38325103229845625,0.08554747134762698,106,False
reg_payables_L6,h=12,-0.08525963338076481,0.39658929431376755,0.08525963338076481,101,False
usd_L11,h=12,-0.08497261900096113,0.41042707297643605,0.08497261900096113,96,False
mom_L7,h=12,0.0846032951268004,0.40264985607707393,0.0846032951268004,100,False
reg_income_nom_L10,h=12,0.08456543339132253,0.41519177775245897,0.08456543339132253,95,False
ki_i_D6,h=12,0.0840823327691497,0.40316583198911204,0.0840823327691497,101,False
serv_MA3,h=12,0.08339256528015362,0.39768384383281424,0.08339256528015362,105,False
ibved_m_L11,h=12,-0.08337070898511229,0.6985317126217068,0.08337070898511229,24,False
prod_L9,h=12,0.08302918330970399,0.4163294762473977,0.08302918330970399,98,False
ki_i_L7,h=12,0.08301635313214088,0.4115636598674662,0.08301635313214088,100,False
brent_pct_D12,h=12,0.08275804377639912,0.4252673302127805,0.08275804377639912,95,False
