Date,Horizon,Model,Actual,Prediction,Error,AbsError,KPI_Hit
2024-02-01,12,SARIMA,0.5300000000000011,0.2532595580883894,0.27674044191161173,0.27674044191161173,True
2024-02-01,12,NGBoost,0.5300000000000011,0.4439832947119271,0.08601670528807404,0.08601670528807404,True
2024-02-01,12,CatBoost,0.5300000000000011,0.4753246935809017,0.054675306419099456,0.054675306419099456,True
2024-02-01,12,Subcomp,0.5300000000000011,,,,
2024-02-01,12,Subcomp_Multi,0.5300000000000011,,,,
2024-02-01,12,Micro,0.5300000000000011,,,,
2024-03-01,1,Ridge,0.5300000000000011,0.6568213515510308,-0.1268213515510297,0.1268213515510297,True
2024-03-01,1,Ridge_Ext,0.5300000000000011,,,,
2024-03-01,1,Bayes_Ridge,0.5300000000000011,,,,
2024-03-01,1,ElasticNet,0.5300000000000011,,,,
2024-03-01,1,Huber,0.5300000000000011,,,,
2024-03-01,1,Ridge_Shock,0.5300000000000011,,,,
2024-03-01,1,EBM,0.5300000000000011,0.7191666666666805,-0.18916666666667936,0.18916666666667936,True
2024-03-01,1,LightGBM,0.5300000000000011,0.6476336400260436,-0.11763364002604249,0.11763364002604249,True
2024-03-01,1,Prophet,0.5300000000000011,0.3871009359369181,0.14289906406308306,0.14289906406308306,True
2024-03-01,1,ETS,0.5300000000000011,0.9323938431978627,-0.40239384319786153,0.40239384319786153,True
2024-03-01,1,SARIMA,0.5300000000000011,0.37697731037101234,0.1530226896289888,0.1530226896289888,True
2024-03-01,1,NGBoost,0.5300000000000011,0.652708225175644,-0.12270822517564284,0.12270822517564284,True
2024-03-01,1,CatBoost,0.5300000000000011,0.5228522296717415,0.007147770328259639,0.007147770328259639,True
2024-03-01,1,Subcomp,0.5300000000000011,,,,
2024-03-01,1,Subcomp_Multi,0.5300000000000011,,,,
2024-03-01,1,Micro,0.5300000000000011,,,,
2024-03-01,2,Ridge,0.5300000000000011,0.615278241123761,-0.08527824112375981,0.08527824112375981,True
2024-03-01,2,Ridge_Ext,0.5300000000000011,,,,
2024-03-01,2,Bayes_Ridge,0.5300000000000011,,,,
2024-03-01,2,ElasticNet,0.5300000000000011,,,,
2024-03-01,2,Huber,0.5300000000000011,,,,
2024-03-01,2,Ridge_Shock,0.5300000000000011,,,,
2024-03-01,2,EBM,0.5300000000000011,0.7191666666666805,-0.18916666666667936,0.18916666666667936,True
2024-03-01,2,LightGBM,0.5300000000000011,0.32166806454182506,0.20833193545817608,0.20833193545817608,True
2024-03-01,2,Prophet,0.5300000000000011,0.4394118769411652,0.09058812305883596,0.09058812305883596,True
2024-03-01,2,ETS,0.5300000000000011,1.0077185131186064,-0.47771851311860525,0.47771851311860525,True
2024-03-01,2,SARIMA,0.5300000000000011,0.3937774940714571,0.136222505928544,0.136222505928544,True
2024-03-01,2,NGBoost,0.5300000000000011,0.673854532252733,-0.14385453225273181,0.14385453225273181,True
2024-03-01,2,CatBoost,0.5300000000000011,0.4907115070344048,0.03928849296559633,0.03928849296559633,True
2024-03-01,2,Subcomp,0.5300000000000011,,,,
2024-03-01,2,Subcomp_Multi,0.5300000000000011,,,,
2024-03-01,2,Micro,0.5300000000000011,,,,
2024-03-01,12,Ridge,0.5300000000000011,0.5403117866114258,-0.010311786611424623,0.010311786611424623,True
2024-03-01,12,Ridge_Ext,0.5300000000000011,,,,
2024-03-01,12,Bayes_Ridge,0.5300000000000011,,,,
2024-03-01,12,ElasticNet,0.5300000000000011,,,,
2024-03-01,12,Huber,0.5300000000000011,,,,
2024-03-01,12,Ridge_Shock,0.5300000000000011,,,,
2024-03-01,12,EBM,0.5300000000000011,0.7191666666666805,-0.18916666666667936,0.18916666666667936,True
2024-03-01,12,LightGBM,0.5300000000000011,0.7573902491042475,-0.22739024910424632,0.22739024910424632,True
2024-03-01,12,Prophet,0.5300000000000011,0.4175860906633382,0.11241390933666295,0.11241390933666295,True
2024-03-01,12,ETS,0.5300000000000011,0.7636308622605792,-0.23363086226057805,0.23363086226057805,True
2024-03-01,12,SARIMA,0.5300000000000011,0.09596261977679267,0.4340373802232085,0.4340373802232085,True
2024-03-01,12,NGBoost,0.5300000000000011,0.7076327977800929,-0.17763279778009178,0.17763279778009178,True
