Date,Model,MAE_h1,MAE_h2,MAE_h12,KPI_Rate,SIRENA_Score,Window_Size
2025-07-01,EBM,0.3026442366452938,0.3026442366452938,0.3026442366452938,0.08333333333333333,0.5800681202368131,12
2025-07-01,LightGBM,0.3030109668056511,0.38078598972692984,0.5549579296008827,0.08333333333333333,0.722071326962072,12
2025-07-01,Prophet,0.28686863066627766,0.35700976669707774,0.33633448650705805,0.08333333333333333,0.609124606733708,12
2025-07-01,ETS,0.3628010369630883,0.36617374494494787,0.24819777636872845,0.08333333333333333,0.6533767113743173,12
2025-07-01,SARIMA,0.3346583468549329,0.4397011868950786,0.5725115957279353,0.08333333333333333,0.7930052098963561,12
2025-07-01,NGBoost,0.28663766657357453,0.32250036703493973,0.3385190970927212,0.08333333333333333,0.5898977953969758,12
2025-07-01,CatBoost,0.29321086664515167,0.35567481271968643,0.38464732511459826,0.08333333333333333,0.6329549058093527,12
2025-07-01,Subcomp,1.0,1.0,1.0,0.0,2.0,0
2025-07-01,Subcomp_Multi,1.0,1.0,1.0,0.0,2.0,0
2025-07-01,Micro,0.3633333333333392,0.37333333333333246,1.0,0.8333333333333334,0.5759444444444475,6
2025-08-01,Ridge,0.32518749296290866,0.3570156560421296,0.41311045695785137,0.08333333333333333,0.6752810248141884,12
2025-08-01,Ridge_Ext,1.0,1.0,1.0,0.0,2.0,0
2025-08-01,Bayes_Ridge,1.0,1.0,1.0,0.0,2.0,0
2025-08-01,ElasticNet,1.0,1.0,1.0,0.0,2.0,0
2025-08-01,Huber,1.0,1.0,1.0,0.0,2.0,0
2025-08-01,Ridge_Shock,1.0,1.0,1.0,0.0,2.0,0
2025-08-01,EBM,0.3424198776709346,0.3424198776709346,0.3424198776709346,0.08333333333333333,0.6563047655359581,12
2025-08-01,LightGBM,0.34918157814485556,0.4281705081093321,0.5687388512268967,0.08333333333333333,0.7988469475219963,12
2025-08-01,Prophet,0.32057406875650013,0.3858192921637458,0.33869511978946837,0.08333333333333333,0.6588960381384293,12
2025-08-01,ETS,0.3979612616090773,0.38232941104911133,0.2912462593781197,0.08333333333333333,0.7128633531568841,12
